test_id,method,v6_weight,n_added,members_added,weights_added,total_added_weight,ndcg5,recall1,recall5,mean_booked_rank,delta_vs_v6_loo9,delta_vs_overnight_best,grid
C_xen_skew1.5_v6=0.775,global_z,0.775,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0450,0.0450,0.0675,0.0675",0.22499999999999998,0.4095798902055598,0.24077649077649077,0.6251966251966252,6.166273416273416,0.0006198902055598032,-0.00021010979444019418,C_fine_xen_skew
C_xen_skew1.5_v6=0.800,global_z,0.8,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0400,0.0400,0.0600,0.0600",0.19999999999999996,0.4095784389292734,0.24056199056199057,0.6253038753038753,6.166595166595166,0.0006184389292734349,-0.0002115610707265625,C_fine_xen_skew
A_n2_v6=0.65,rank_avg,0.65,2,cb_rank_C_deeper+cb_rank_A,"0.1750,0.1750",0.35,0.4095732299873491,0.24188474188474188,0.6237308737308738,6.15933790933791,0.0006132299873490843,-0.0002167700126509131,A_conservative
A_n3_v6=0.90,global_z,0.9,3,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized,"0.0333,0.0333,0.0333",0.09999999999999998,0.4095724460096499,0.2414914914914915,0.6240883740883741,6.1717074217074215,0.0006124460096499362,-0.00021755399035006118,A_conservative
C_cb_skew1.5_v6=0.775,rank_avg,0.775,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0675,0.0675,0.0450,0.0450",0.22499999999999998,0.4095683979744926,0.24141999141999143,0.623945373945374,6.155762905762906,0.000608397974492636,-0.0002216020255073614,C_fine_cb_skew
C_cb_skew1.5_v6=0.725,blend_rank_query_z,0.725,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0825,0.0825,0.0550,0.0550",0.275,0.40956680184908106,0.24091949091949091,0.6244101244101244,6.15990990990991,0.0006068018490810734,-0.00022319815091892403,C_fine_cb_skew
A_n5_v6=0.65,rank_avg,0.65,5,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42+xendcg_conservative,"0.0700,0.0700,0.0700,0.0700,0.0700",0.35,0.4095629368102242,0.24034749034749034,0.6242671242671243,6.1445373945373944,0.0006029368102242194,-0.000227063189775778,A_conservative
A_n2_v6=0.65,blend_rank_global_z,0.65,2,cb_rank_C_deeper+cb_rank_A,"0.1750,0.1750",0.35,0.4095612655872283,0.2413842413842414,0.623945373945374,6.160910910910911,0.0006012655872282835,-0.0002287344127717139,A_conservative
C_cb_skew1.5_v6=0.725,rank_avg,0.725,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0825,0.0825,0.0550,0.0550",0.275,0.40955996338206835,0.2410982410982411,0.6239811239811239,6.151401401401402,0.0005999633820683581,-0.00023003661793163932,C_fine_cb_skew
B_CB_skew1.5_v6=0.50,global_z,0.5,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.1500,0.1500,0.1000,0.1000",0.5,0.40955740667933904,0.24074074074074073,0.625053625053625,6.153510653510653,0.000597406679339052,-0.0002325933206609454,B_aggressive_cb_skew
A_n4_v6=0.85,query_z,0.85,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0375,0.0375,0.0375,0.0375",0.15000000000000002,0.4095507583451357,0.24063349063349063,0.6245888745888746,6.167310167310167,0.0005907583451357223,-0.00023924165486427507,A_conservative
B_n4_v6=0.50,blend_rank_query_z,0.5,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.1250,0.1250,0.1250,0.1250",0.5,0.4095499372659714,0.24066924066924067,0.6247676247676248,6.144430144430144,0.0005899372659713964,-0.000240062734028601,B_aggressive
B_CB_skew1.5_v6=0.60,global_z,0.6,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.1200,0.1200,0.0800,0.0800",0.4,0.40954979007008036,0.24074074074074073,0.6248033748033748,6.156370656370656,0.0005897900700803649,-0.00024020992991963253,B_aggressive_cb_skew
C_cb_skew1.5_v6=0.600,global_z,0.6,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.1200,0.1200,0.0800,0.0800",0.4,0.40954979007008036,0.24074074074074073,0.6248033748033748,6.156370656370656,0.0005897900700803649,-0.00024020992991963253,C_fine_cb_skew
A_n5_v6=0.80,blend_rank_query_z,0.8,5,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42+xendcg_conservative,"0.0400,0.0400,0.0400,0.0400,0.0400",0.19999999999999996,0.4095439801502904,0.2410982410982411,0.6244101244101244,6.165558415558416,0.0005839801502904307,-0.0002460198497095667,A_conservative
C_xen_skew1.5_v6=0.725,blend_rank_query_z,0.725,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0550,0.0550,0.0825,0.0825",0.275,0.40954292727290587,0.24077649077649077,0.6243386243386243,6.159266409266409,0.0005829272729058754,-0.000247072727094122,C_fine_xen_skew
B_CB_skew2.0_v6=0.70,blend_rank_query_z,0.7,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.1000,0.1000,0.0500,0.0500",0.30000000000000004,0.4095369186605143,0.24063349063349063,0.6248391248391248,6.157764907764908,0.0005769186605142917,-0.00025308133948570566,B_aggressive_cb_skew
C_xen_skew1.5_v6=0.600,blend_rank_query_z,0.6,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0800,0.0800,0.1200,0.1200",0.4,0.4095318333186049,0.24088374088374087,0.6249106249106249,6.1493278993279,0.0005718333186048863,-0.0002581666813951111,C_fine_xen_skew
B_XEN_skew1.5_v6=0.60,blend_rank_query_z,0.6,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0800,0.0800,0.1200,0.1200",0.4,0.4095318333186049,0.24088374088374087,0.6249106249106249,6.1493278993279,0.0005718333186048863,-0.0002581666813951111,B_aggressive_xen_skew
B_CB_skew2.0_v6=0.70,query_z,0.7,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.1000,0.1000,0.0500,0.0500",0.30000000000000004,0.4095314478390614,0.24106249106249106,0.6244458744458744,6.1601959101959105,0.0005714478390614341,-0.00025855216093856326,B_aggressive_cb_skew
C_xen_skew1.5_v6=0.750,blend_rank_query_z,0.75,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0500,0.0500,0.0750,0.0750",0.25,0.40953140112342384,0.2412054912054912,0.6241956241956242,6.161339911339911,0.0005714011234238536,-0.0002585988765761438,C_fine_xen_skew
A_n5_v6=0.85,global_z,0.85,5,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42+xendcg_conservative,"0.0300,0.0300,0.0300,0.0300,0.0300",0.15000000000000002,0.40953094433911774,0.24045474045474047,0.625053625053625,6.16952666952667,0.0005709443391177516,-0.00025905566088224585,A_conservative
A_n4_v6=0.70,blend_rank_query_z,0.7,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0750,0.0750,0.0750,0.0750",0.30000000000000004,0.40952954906601896,0.24063349063349063,0.6243028743028743,6.158908908908909,0.0005695490660189706,-0.0002604509339810268,A_conservative
C_equal_v6=0.700,blend_rank_query_z,0.7,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0750,0.0750,0.0750,0.0750",0.30000000000000004,0.40952954906601896,0.24063349063349063,0.6243028743028743,6.158908908908909,0.0005695490660189706,-0.0002604509339810268,C_fine_equal
C_xen_skew1.5_v6=0.800,rank_avg,0.8,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0400,0.0400,0.0600,0.0600",0.19999999999999996,0.40952795165290945,0.2407049907049907,0.6245531245531245,6.155727155727155,0.0005679516529094597,-0.0002620483470905377,C_fine_xen_skew
C_cb_skew1.5_v6=0.650,blend_rank_query_z,0.65,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.1050,0.1050,0.0700,0.0700",0.35,0.4095235388513445,0.2407049907049907,0.6243386243386243,6.152652652652653,0.000563538851344525,-0.00026646114865547244,C_fine_cb_skew
C_cb_skew1.5_v6=0.800,blend_rank_query_z,0.8,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0600,0.0600,0.0400,0.0400",0.19999999999999996,0.409523180746014,0.24066924066924067,0.6244458744458744,6.168418418418418,0.0005631807460140248,-0.0002668192539859726,C_fine_cb_skew
C_equal_v6=0.800,global_z,0.8,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0500,0.0500,0.0500,0.0500",0.19999999999999996,0.40951857368996,0.24074074074074073,0.625017875017875,6.167381667381667,0.0005585736899599847,-0.0002714263100400127,C_fine_equal
A_n4_v6=0.80,global_z,0.8,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0500,0.0500,0.0500,0.0500",0.19999999999999996,0.40951857368996,0.24074074074074073,0.625017875017875,6.167381667381667,0.0005585736899599847,-0.0002714263100400127,A_conservative
C_equal_v6=0.775,query_z,0.775,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0562,0.0562,0.0562,0.0562",0.22499999999999998,0.40951746448575865,0.24063349063349063,0.6244816244816245,6.163377663377664,0.000557464485758663,-0.0002725355142413344,C_fine_equal
B_n5_v6=0.60,rank_avg,0.6,5,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42+xendcg_conservative,"0.0800,0.0800,0.0800,0.0800,0.0800",0.4,0.4095115098070492,0.2407049907049907,0.6239096239096239,6.142392392392392,0.0005515098070492108,-0.0002784901929507866,B_aggressive
B_CB_skew2.0_v6=0.60,query_z,0.6,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.1333,0.1333,0.0667,0.0667",0.4,0.4095106698474005,0.24141999141999143,0.6245531245531245,6.152938652938653,0.0005506698474004867,-0.00027933015259951066,B_aggressive_cb_skew
A_n2_v6=0.90,global_z,0.9,2,cb_rank_C_deeper+cb_rank_A,"0.0500,0.0500",0.09999999999999998,0.40951003301897027,0.24124124124124124,0.6242313742313742,6.172243672243672,0.0005500330189702751,-0.0002799669810297223,A_conservative
C_equal_v6=0.800,query_z,0.8,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0500,0.0500,0.0500,0.0500",0.19999999999999996,0.40950990374099444,0.2408122408122408,0.6243386243386243,6.1644859144859145,0.0005499037409944507,-0.0002800962590055467,C_fine_equal
A_n4_v6=0.80,query_z,0.8,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0500,0.0500,0.0500,0.0500",0.19999999999999996,0.40950990374099444,0.2408122408122408,0.6243386243386243,6.1644859144859145,0.0005499037409944507,-0.0002800962590055467,A_conservative
A_n3_v6=0.80,global_z,0.8,3,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized,"0.0667,0.0667,0.0667",0.19999999999999996,0.4095087077643313,0.240990990990991,0.6244458744458744,6.166916916916917,0.0005487077643313021,-0.0002812922356686953,A_conservative
C_cb_skew1.5_v6=0.750,blend_rank_query_z,0.75,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0750,0.0750,0.0500,0.0500",0.25,0.4095082197397396,0.24077649077649077,0.6240883740883741,6.1627341627341625,0.0005482197397396193,-0.00028178026026037806,C_fine_cb_skew
A_n5_v6=0.75,blend_rank_query_z,0.75,5,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42+xendcg_conservative,"0.0500,0.0500,0.0500,0.0500,0.0500",0.25,0.4095052278969767,0.24084799084799086,0.6245531245531245,6.161411411411412,0.0005452278969766966,-0.0002847721030233008,A_conservative
A_n2_v6=0.90,query_z,0.9,2,cb_rank_C_deeper+cb_rank_A,"0.0500,0.0500",0.09999999999999998,0.4095043666526666,0.24084799084799086,0.6243743743743744,6.171278421278421,0.0005443666526666058,-0.00028563334733339163,A_conservative
A_n2_v6=0.85,query_z,0.85,2,cb_rank_C_deeper+cb_rank_A,"0.0750,0.0750",0.15000000000000002,0.40949705890126953,0.24113399113399114,0.6242313742313742,6.168561418561419,0.0005370589012695381,-0.00029294109873045926,A_conservative
A_n3_v6=0.85,rank_avg,0.85,3,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized,"0.0500,0.0500,0.0500",0.15000000000000002,0.409496227362007,0.24102674102674101,0.6244458744458744,6.162162162162162,0.0005362273620070357,-0.0002937726379929617,A_conservative
B_CB_skew2.0_v6=0.70,rank_avg,0.7,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.1000,0.1000,0.0500,0.0500",0.30000000000000004,0.40949571866574086,0.24088374088374087,0.623945373945374,6.152545402545402,0.0005357186657408697,-0.0002942813342591277,B_aggressive_cb_skew
B_CB_skew1.5_v6=0.70,query_z,0.7,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0900,0.0900,0.0600,0.0600",0.30000000000000004,0.40949256307029946,0.24102674102674101,0.6243028743028743,6.158515658515658,0.0005325630702994744,-0.00029743692970052305,B_aggressive_cb_skew
C_cb_skew1.5_v6=0.700,query_z,0.7,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0900,0.0900,0.0600,0.0600",0.30000000000000004,0.40949256307029946,0.24102674102674101,0.6243028743028743,6.158515658515658,0.0005325630702994744,-0.00029743692970052305,C_fine_cb_skew
B_XEN_skew1.5_v6=0.50,blend_rank_query_z,0.5,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.1000,0.1000,0.1500,0.1500",0.5,0.40949200004524905,0.24074074074074073,0.6248748748748749,6.143679393679394,0.0005320000452490592,-0.0002979999547509382,B_aggressive_xen_skew
C_xen_skew1.5_v6=0.600,global_z,0.6,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0800,0.0800,0.1200,0.1200",0.4,0.40948939089561837,0.2398827398827399,0.6254826254826255,6.156048906048906,0.0005293908956183757,-0.0003006091043816217,C_fine_xen_skew
B_XEN_skew1.5_v6=0.60,global_z,0.6,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0800,0.0800,0.1200,0.1200",0.4,0.40948939089561837,0.2398827398827399,0.6254826254826255,6.156048906048906,0.0005293908956183757,-0.0003006091043816217,B_aggressive_xen_skew
C_cb_skew1.5_v6=0.750,query_z,0.75,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0750,0.0750,0.0500,0.0500",0.25,0.40948936790706164,0.2407049907049907,0.6244816244816245,6.162448162448163,0.0005293679070616508,-0.0003006320929383466,C_fine_cb_skew
C_xen_skew1.5_v6=0.650,global_z,0.65,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0700,0.0700,0.1050,0.1050",0.35,0.40948620230854293,0.24041899041899042,0.6254468754468755,6.158658658658658,0.0005262023085429446,-0.0003037976914570528,C_fine_xen_skew
C_cb_skew1.5_v6=0.775,blend_rank_query_z,0.775,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0675,0.0675,0.0450,0.0450",0.22499999999999998,0.4094857129080817,0.24052624052624053,0.6242671242671243,6.166380666380666,0.0005257129080817324,-0.000304287091918265,C_fine_cb_skew
B_CB_skew1.5_v6=0.60,query_z,0.6,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.1200,0.1200,0.0800,0.0800",0.4,0.40948387421922816,0.240990990990991,0.6246961246961247,6.151115401115401,0.0005238742192281709,-0.0003061257807718265,B_aggressive_cb_skew
C_cb_skew1.5_v6=0.600,query_z,0.6,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.1200,0.1200,0.0800,0.0800",0.4,0.40948387421922816,0.240990990990991,0.6246961246961247,6.151115401115401,0.0005238742192281709,-0.0003061257807718265,C_fine_cb_skew
C_cb_skew1.5_v6=0.700,rank_avg,0.7,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0900,0.0900,0.0600,0.0600",0.30000000000000004,0.40948373424647594,0.24116974116974116,0.6238023738023738,6.150686400686401,0.0005237342464759487,-0.0003062657535240487,C_fine_cb_skew
B_CB_skew1.5_v6=0.70,rank_avg,0.7,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0900,0.0900,0.0600,0.0600",0.30000000000000004,0.40948373424647594,0.24116974116974116,0.6238023738023738,6.150686400686401,0.0005237342464759487,-0.0003062657535240487,B_aggressive_cb_skew
C_equal_v6=0.700,query_z,0.7,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0750,0.0750,0.0750,0.0750",0.30000000000000004,0.4094809735073505,0.24077649077649077,0.6244816244816245,6.1562276562276566,0.0005209735073505306,-0.0003090264926494668,C_fine_equal
A_n4_v6=0.70,query_z,0.7,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0750,0.0750,0.0750,0.0750",0.30000000000000004,0.4094809735073505,0.24077649077649077,0.6244816244816245,6.1562276562276566,0.0005209735073505306,-0.0003090264926494668,A_conservative
A_n4_v6=0.80,blend_rank_query_z,0.8,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0500,0.0500,0.0500,0.0500",0.19999999999999996,0.4094784748227369,0.24084799084799086,0.6243743743743744,6.167381667381667,0.0005184748227369251,-0.00031152517726307227,A_conservative
C_equal_v6=0.800,blend_rank_query_z,0.8,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0500,0.0500,0.0500,0.0500",0.19999999999999996,0.4094784748227369,0.24084799084799086,0.6243743743743744,6.167381667381667,0.0005184748227369251,-0.00031152517726307227,C_fine_equal
C_equal_v6=0.600,global_z,0.6,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.1000,0.1000,0.1000,0.1000",0.4,0.4094751300155995,0.2405977405977406,0.624982124982125,6.155834405834406,0.0005151300155994964,-0.00031486998440050096,C_fine_equal
B_n4_v6=0.60,global_z,0.6,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.1000,0.1000,0.1000,0.1000",0.4,0.4094751300155995,0.2405977405977406,0.624982124982125,6.155834405834406,0.0005151300155994964,-0.00031486998440050096,B_aggressive
C_cb_skew1.5_v6=0.700,blend_rank_query_z,0.7,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0900,0.0900,0.0600,0.0600",0.30000000000000004,0.40947509836391915,0.24049049049049048,0.6246246246246246,6.158980408980409,0.0005150983639191642,-0.0003149016360808332,C_fine_cb_skew
B_CB_skew1.5_v6=0.70,blend_rank_query_z,0.7,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0900,0.0900,0.0600,0.0600",0.30000000000000004,0.40947509836391915,0.24049049049049048,0.6246246246246246,6.158980408980409,0.0005150983639191642,-0.0003149016360808332,B_aggressive_cb_skew
C_xen_skew1.5_v6=0.800,blend_rank_query_z,0.8,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0400,0.0400,0.0600,0.0600",0.19999999999999996,0.4094746314378524,0.2412769912769913,0.6241956241956242,6.167453167453168,0.0005146314378524086,-0.0003153685621475888,C_fine_xen_skew
C_equal_v6=0.725,query_z,0.725,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0688,0.0688,0.0688,0.0688",0.275,0.40947460171873934,0.24052624052624053,0.6245888745888746,6.158551408551409,0.0005146017187393492,-0.00031539828126064817,C_fine_equal
C_xen_skew1.5_v6=0.750,blend_rank_global_z,0.75,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0500,0.0500,0.0750,0.0750",0.25,0.4094735179866481,0.24056199056199057,0.6245888745888746,6.164378664378664,0.0005135179866481154,-0.000316482013351882,C_fine_xen_skew
B_n5_v6=0.60,global_z,0.6,5,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42+xendcg_conservative,"0.0800,0.0800,0.0800,0.0800,0.0800",0.4,0.40947262696344217,0.2405977405977406,0.6251966251966252,6.154690404690404,0.0005126269634421754,-0.000317373036557822,B_aggressive
C_equal_v6=0.775,blend_rank_query_z,0.775,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0562,0.0562,0.0562,0.0562",0.22499999999999998,0.40947040710822546,0.2407049907049907,0.6243028743028743,6.165129415129415,0.0005104071082254746,-0.00031959289177452277,C_fine_equal
A_n4_v6=0.65,query_z,0.65,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0875,0.0875,0.0875,0.0875",0.35,0.4094683337736567,0.2408122408122408,0.6248033748033748,6.150436150436151,0.0005083337736567217,-0.0003216662263432757,A_conservative
C_equal_v6=0.650,query_z,0.65,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0875,0.0875,0.0875,0.0875",0.35,0.4094683337736567,0.2408122408122408,0.6248033748033748,6.150436150436151,0.0005083337736567217,-0.0003216662263432757,C_fine_equal
C_xen_skew1.5_v6=0.800,query_z,0.8,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0400,0.0400,0.0600,0.0600",0.19999999999999996,0.4094654262038056,0.24091949091949091,0.6242671242671243,6.163198913198913,0.0005054262038056145,-0.00032457379619438287,C_fine_xen_skew
A_n3_v6=0.70,blend_rank_query_z,0.7,3,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized,"0.1000,0.1000,0.1000",0.30000000000000004,0.40946129104124884,0.2405977405977406,0.6244101244101244,6.155870155870156,0.0005012910412488525,-0.0003287089587511449,A_conservative
A_n4_v6=0.80,rank_avg,0.8,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0500,0.0500,0.0500,0.0500",0.19999999999999996,0.40946104092030755,0.24124124124124124,0.6241956241956242,6.156763906763906,0.0005010409203075605,-0.0003289590796924369,A_conservative
C_equal_v6=0.800,rank_avg,0.8,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0500,0.0500,0.0500,0.0500",0.19999999999999996,0.40946104092030755,0.24124124124124124,0.6241956241956242,6.156763906763906,0.0005010409203075605,-0.0003289590796924369,C_fine_equal
C_cb_skew1.5_v6=0.800,query_z,0.8,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0600,0.0600,0.0400,0.0400",0.19999999999999996,0.409458027516844,0.24084799084799086,0.6241956241956242,6.1652009152009155,0.000498027516844024,-0.0003319724831559734,C_fine_cb_skew
A_n2_v6=0.75,blend_rank_query_z,0.75,2,cb_rank_C_deeper+cb_rank_A,"0.1250,0.1250",0.25,0.4094571700820308,0.24052624052624053,0.6242313742313742,6.167453167453168,0.0004971700820308178,-0.0003328299179691796,A_conservative
C_equal_v6=0.750,blend_rank_global_z,0.75,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0625,0.0625,0.0625,0.0625",0.25,0.4094566205016359,0.2405977405977406,0.6244458744458744,6.164021164021164,0.0004966205016359027,-0.00033337949836409475,C_fine_equal
A_n4_v6=0.75,blend_rank_global_z,0.75,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0625,0.0625,0.0625,0.0625",0.25,0.4094566205016359,0.2405977405977406,0.6244458744458744,6.164021164021164,0.0004966205016359027,-0.00033337949836409475,A_conservative
B_CB_skew2.0_v6=0.50,query_z,0.5,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.1667,0.1667,0.0833,0.0833",0.5,0.40945365534662387,0.2412769912769913,0.6242671242671243,6.1491491491491495,0.000493655346623878,-0.0003363446533761194,B_aggressive_cb_skew
A_n5_v6=0.70,blend_rank_query_z,0.7,5,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42+xendcg_conservative,"0.0600,0.0600,0.0600,0.0600,0.0600",0.30000000000000004,0.4094507362119995,0.24063349063349063,0.6242313742313742,6.158372658372659,0.0004907362119995207,-0.00033926378800047674,A_conservative
C_cb_skew1.5_v6=0.725,query_z,0.725,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0825,0.0825,0.0550,0.0550",0.275,0.4094481075833877,0.24052624052624053,0.6245173745173745,6.16048191048191,0.0004881075833876869,-0.0003418924166123105,C_fine_cb_skew
C_cb_skew1.5_v6=0.775,query_z,0.775,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0675,0.0675,0.0450,0.0450",0.22499999999999998,0.4094469160613708,0.24077649077649077,0.6243028743028743,6.164450164450164,0.00048691606137080123,-0.00034308393862919617,C_fine_cb_skew
B_n3_v6=0.50,blend_rank_query_z,0.5,3,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized,"0.1667,0.1667,0.1667",0.5,0.40944317386421497,0.24188474188474188,0.623945373945374,6.151937651937652,0.00048317386421498076,-0.00034682613578501664,B_aggressive
B_n5_v6=0.60,query_z,0.6,5,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42+xendcg_conservative,"0.0800,0.0800,0.0800,0.0800,0.0800",0.4,0.40943998332161724,0.2407049907049907,0.6243743743743744,6.147790647790647,0.00047998332161725,-0.0003500166783827474,B_aggressive
C_xen_skew1.5_v6=0.800,blend_rank_global_z,0.8,4,cb_rank_C_deeper+cb_rank_A+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0400,0.0400,0.0600,0.0600",0.19999999999999996,0.4094311655212008,0.24052624052624053,0.6248391248391248,6.16977691977692,0.00047116552120080035,-0.00035883447879919705,C_fine_xen_skew
